Title,Best Picture,Prod Company,Year,imdbRating,Popularity,Rated_APPROVED,Rated_G,Rated_PG,Rated_PG-13,Rated_R,Rated_UNRATED,Release_Date_01,Release_Date_02,Release_Date_03,Release_Date_04,Release_Date_05,Release_Date_06,Release_Date_07,Release_Date_08,Release_Date_09,Release_Date_10,Release_Date_11,Release_Date_12,Revenue,Budget,Runtime,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Short,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Best Actor,Best Actress,Best Director,Best Supporting Actor,Best Supporting Actress
The Apartment,1,"Billy Wilder, Producer",1960,8.3,14.790999999999999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25000000,3000000,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Elmer Gantry,0,"Bernard Smith, Producer",1960,7.8,3.33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10400000,3000000,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0
Sons and Lovers,0,"Jerry Wald, Producer",1960,7.3,1.5819999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Sundowners,0,"Fred Zinnemann, Producer",1960,7.2,1.5630000000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Fanny,0,"Joshua Logan, Producer",1961,7.0,1.071,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Guns of Navarone,0,"Carl Foreman, Producer",1961,7.6,10.958,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28900000,6000000,158,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
The Hustler,0,"Robert Rossen, Producer",1961,8.0,9.184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7600000,2000000,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Judgment at Nuremberg,0,"Stanley Kramer, Producer",1961,8.2,8.289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10000000,3000000,186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
West Side Story,1,"Robert Wise, Producer",1961,7.6,9.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,43656822,6000000,152,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0
Lawrence of Arabia,1,"Sam Spiegel, Producer",1962,8.3,11.970999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69995385,15000000,216,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0
The Longest Day,0,"Darryl F. Zanuck, Producer",1962,7.8,10.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50100000,10000000,178,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Meredith Willson's The Music Man,0,"Morton Da Costa, Producer",1962,8.2,11.853,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500000,927262,107,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mutiny on the Bounty,0,"Aaron Rosenberg, Producer",1962,7.8,8.241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13680000,19000000,178,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
To Kill a Mockingbird,0,"Alan J. Pakula, Producer",1962,8.3,9.437999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13129846,2000000,129,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
America America,0,"Elia Kazan, Producer",1963,7.8,1.632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cleopatra,0,"Walter Wanger, Producer",1963,7.0,10.640999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71000000,31115000,248,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
How the West Was Won,0,"Bernard Smith, Producer",1963,7.1,9.111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000000,15000000,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
Lilies of the Field,0,"Ralph Nelson, Producer",1963,7.6,1.767,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Tom Jones,1,"Tony Richardson, Producer",1963,6.7,5.1370000000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,37600000,1000000,128,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Becket,0,"Hal B. Wallis, Producer",1964,8.0,5.289,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,"Stanley Kubrick, Producer",1964,8.4,14.004000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9440272,1800000,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mary Poppins,0,"Walt Disney and Bill Walsh, Producers",1964,7.8,14.58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102272727,6000000,139,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
My Fair Lady,1,"Jack L. Warner, Producer",1964,7.9,12.419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72070731,17000000,170,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
Zorba the Greek,0,"Michael Cacoyannis, Producer",1964,7.8,7.3260000000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,783000,142,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Darling,0,"Joseph Janni, Producer",1965,7.2,4.541,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Doctor Zhivago,0,"Carlo Ponti, Producer",1965,8.0,9.227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111858363,11000000,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Ship of Fools,0,"Stanley Kramer, Producer",1965,7.2,2.81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
The Sound of Music,1,"Robert Wise, Producer",1965,8.0,21.405,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,286214286,8200000,174,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
A Thousand Clowns,0,"Fred Coe, Producer",1965,7.6,0.6709999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
Alfie,0,"Lewis Gilbert, Producer",1966,6.2,5.529,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
A Man for All Seasons,1,"Fred Zinnemann, Producer",1966,7.9,6.495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28350000,3900000,120,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
The Russians Are Coming The Russians Are Coming,0,"Norman Jewison, Producer",1966,6.4,3.525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Sand Pebbles,0,"Robert Wise, Producer",1966,7.7,6.905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20000000,12000000,182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Who's Afraid of Virginia Woolf?,0,"Ernest Lehman, Producer",1966,8.0,6.648,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33736689,7500000,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0
Bonnie and Clyde,0,"Warren Beatty, Producer",1967,7.9,7.905,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50700000,2500000,111,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Doctor Dolittle,0,"Arthur P. Jacobs, Producer",1967,5.4,5.602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9000000,18000000,152,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Graduate,0,"Lawrence Turman, Producer",1967,8.0,11.341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104945305,3000000,106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Guess Who's Coming to Dinner,0,"Stanley Kramer, Producer",1967,7.8,7.609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56666667,4000000,108,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
In the Heat of the Night,1,"Walter Mirisch, Producer",1967,8.0,7.843,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,27379978,2000000,109,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Funny Girl,0,"Ray Stark, Producer",1968,7.6,5.178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52223306,14000000,149,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
The Lion in Winter,0,"Martin Poll, Producer",1968,8.1,7.517,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Oliver!,1,"John Woolf, Producer",1968,7.5,9.345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37402877,10000000,153,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
"Rachel, Rachel",0,"Paul Newman, Producer",1968,7.5,1.261,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Romeo and Juliet,0,"Anthony Havelock-Allan and John Brabourne, Producers",1968,7.6,10.902000000000001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38901218,0,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Anne of the Thousand Days,0,"Hal B. Wallis, Producer",1969,7.5,3.568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Butch Cassidy and the Sundance Kid,0,"John Foreman, Producer",1969,8.1,18.186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102308889,6000000,111,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
"Hello, Dolly!",0,"Ernest Lehman, Producer",1969,7.2,5.041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33208099,24000000,146,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Midnight Cowboy,1,"Jerome Hellman, Producer",1969,7.9,13.58,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,44785053,3600000,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Z,0,"Jacques Perrin and Hamed Rachedi, Producers",1969,8.2,6.755,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83305,0,127,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Airport,0,"Ross Hunter, Producer",1970,6.6,7.657,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100489151,10000000,137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0
Five Easy Pieces,0,"Bob Rafelson and Richard Wechsler, Producers",1970,7.5,5.525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Love Story,0,"Howard G. Minsky, Producer",1970,6.9,7.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136400000,2200000,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MASH,1,"Ingo Preminger, Producer",1970,7.6,8.389,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,81600000,3500000,116,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Patton,1,"Frank McCarthy, Producer",1970,8.0,11.655,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89800000,12000000,172,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0
A Clockwork Orange,0,"Stanley Kubrick, Producer",1971,8.3,22.491999999999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26589000,2200000,136,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Fiddler on the Roof,0,"Norman Jewison, Producer",1971,8.0,10.117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83304330,9000000,181,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The French Connection,1,"Philip D'Antoni, Producer",1971,7.8,12.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,41158757,1800000,104,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0
The Last Picture Show,0,"Stephen J. Friedman, Producer",1971,8.1,7.9239999999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,29133000,1300000,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0
Nicholas and Alexandra,0,"Sam Spiegel, Producer",1971,7.3,4.527,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,189,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Cabaret,0,"Cy Feuer, Producer",1972,7.8,8.554,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6000000,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0
Deliverance,0,"John Boorman, Producer",1972,7.7,7.221,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,46122355,2000000,109,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Emigrants,0,"Bengt Forslund, Producer",1972,8.0,4.878,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Godfather,1,"Albert S. Ruddy, Producer",1972,9.2,29.89,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,245066411,6000000,175,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Sounder,0,"Robert B. Radnitz, Producer",1972,7.6,0.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
American Graffiti,0,"Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer",1973,7.5,10.177999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,140000000,777000,110,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Exorcist,0,"William Peter Blatty, Producer",1973,8.0,17.922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,441306145,8000000,122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Sting,1,"Tony Bill, Michael Phillips and Julia Phillips, Producers",1973,8.3,9.249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159616327,5500000,129,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
A Touch of Class,0,"Melvin Frank, Producer",1973,6.5,1.808,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Chinatown,0,"Robert Evans, Producer",1974,8.2,12.392000000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30000000,6000000,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Conversation,0,"Francis Ford Coppola, Producer; Fred Roos, Co-Producer",1974,7.9,5.996,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4420000,1600000,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Godfather Part II,1,"Francis Ford Coppola, Producer; Gray Frederickson and Fred Roos, Co-Producers",1974,9.0,22.741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,102600000,13000000,200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0
Lenny,0,"Marvin Worth, Producer",1974,7.6,3.8160000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Towering Inferno,0,"Irwin Allen, Producer",1974,6.9,10.084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116000000,14000000,159,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Barry Lyndon,0,"Stanley Kubrick, Producer",1975,8.1,8.797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,11000000,184,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
Dog Day Afternoon,0,"Martin Bregman and Martin Elfand, Producers",1975,8.0,17.014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46665856,1800000,125,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Jaws,0,"Richard D. Zanuck and David Brown, Producers",1975,8.0,16.099,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,470700000,7000000,124,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
One Flew over the Cuckoo's Nest,1,"Saul Zaentz and Michael Douglas, Producers",1975,8.7,26.951999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,108981275,3000000,133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0
All the President's Men,0,"Walter Coblenz, Producer",1976,8.0,17.277,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70600000,8500000,138,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
Bound for Glory,0,"Robert F. Blumofe and Harold Leventhal, Producers",1976,7.3,3.313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Network,0,"Howard Gottfried, Producer",1976,8.1,8.488999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23689877,3800000,122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0
Rocky,1,"Irwin Winkler and Robert Chartoff, Producers",1976,8.1,36.735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117235147,1000000,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0
